id,prompt_index,prompt
1032,3,"The bride in the white silk dress and white camellia returns to the fountain, lifts the wet posy of anemones, and walks toward a small wrought-iron gate set into the far wall. She tilts the posy gently to drip water against her bare feet as she goes. The single camellia in her hair holds steady. The gate ahead is closed and tangled with climbing roses. Medium tracking shot at her waist height following her across the courtyard."
1032,4,"The bride in the white silk dress and white camellia reaches the wrought-iron gate and curls her fingers around its cold bars. She rests her forehead briefly against the metal, the small posy of anemones held against her chest. Her breath fogs faintly between the bars. The lace train pools around her bare feet on the stones. Medium tracking shot at her waist height following her across the courtyard."
1032,5,"The bride in the white silk dress and white camellia turns away from the gate and walks back across the courtyard as the first true light of dawn slips over the eastern wall. The mist begins to thin around her and the stones glow pale rose. She lifts the small posy of anemones above her shoulder and smiles for the first time, almost to herself. Her bare feet leave faint damp prints behind her. Medium tracking shot pulling back to include the brightening courtyard around her."
1033,0,A young soldier in a dust-caked olive field uniform and a black helmet shouldered with a rolled gray blanket walks slowly down the main street of an abandoned town at dusk. A canvas rucksack rides high on his back and a small silver dog tag swings loose at his collar. The town's shopfronts have shattered windows and faded signs and a hot wind moves bits of newspaper across the cracked asphalt. His expression is tired and watchful. Medium tracking shot from slightly behind his right shoulder.
1033,1,The soldier in the dust-caked uniform stops in front of a boarded-up storefront where a faded sign for a hardware store still hangs crooked. He rests one gloved hand against the boarded door and the silver dog tag taps softly against the buckles of his rucksack. The rolled gray blanket has slipped slightly and he tugs it back into place. The hot wind ruffles the dust on his shoulders. Medium tracking shot from slightly behind his right shoulder.
1033,2,"The soldier in the dust-caked uniform crosses the street, his boots crunching on broken glass that glitters in the deepening orange light. He keeps the rolled gray blanket steady on his shoulder with one hand and the silver dog tag rocks gently with each step. A torn awning flaps overhead in the wind. He scans windows on the upper floors as he walks. Medium tracking shot from slightly behind his right shoulder."
1033,3,"The soldier in the dust-caked uniform reaches a small dry fountain in a triangular plaza at the heart of the town. He stops at its rim, lowers the canvas rucksack onto the edge, and stands silent for a moment with both hands braced on his knees. The silver dog tag dangles forward over the dry basin. The rolled gray blanket leans against the rucksack. Medium tracking shot from slightly behind his right shoulder."
1033,4,"The soldier in the dust-caked uniform shoulders the canvas rucksack again and resumes walking along the far side of the plaza past a row of overturned café tables. He moves with a slight limp now, favoring his right leg. The rolled gray blanket bobs with each step and the silver dog tag glints in the slanting orange light. A pigeon startles up from a tabletop ahead of him. Medium tracking shot from slightly behind his right shoulder."
1033,5,"The soldier in the dust-caked uniform reaches the end of the main street where the town gives way to dry, open scrub leading into low hills. He stops at the last cracked square of pavement and lowers the rolled gray blanket and rucksack to the ground beside him. The silver dog tag settles against his chest and he tips his black helmet back to look at the deepening sky. The wind has begun to die. Medium tracking shot pulling back to include the open scrubland ahead of him."
1040,0,"A snow leopard with thick silver-gray fur and dark rosette markings walks slowly along a narrow Himalayan ridge in clear morning light. Her smoky-blue eyes are half-lidded against the glare off the snow and her long, banded tail trails behind her like a heavy rope. Patches of bare rock break through the snow at the ridge's edge and a few hardy alpine flowers cling to the cracks. Her broad paws place each step with practiced care. Medium tracking shot from slightly below her at the ridge level."
1040,1,"The snow leopard with the smoky-blue eyes and banded tail pauses where a small frozen rivulet crosses the ridge in a glassy strip. She lowers her head to sniff at the ice and her whiskers fan forward briefly. The long banded tail curls in a low, slow arc behind her. A small puff of breath rises from her nostrils. Medium tracking shot from slightly below her at the ridge level."
1040,2,"The snow leopard with the smoky-blue eyes and banded tail steps off the ridge onto a steep, snow-dusted scree slope. Her broad paws splay slightly with each careful step and the long banded tail counterbalances as she angles downward. Loose pebbles roll a meter or two below her with each footfall. The silver-gray fur on her flanks ripples as her shoulders shift. Medium tracking shot from slightly below her at the ridge level."
1040,3,"The snow leopard with the smoky-blue eyes and banded tail reaches a shelf of pale rock where bones from an old kill have been scattered and bleached by the wind. She circles the shelf once, nose down, the long banded tail flicking with mild interest. Her broad paws print soft round marks in the thin snow over the rock. She lifts her head and scans the slopes below. Medium tracking shot from slightly below her at the ridge level."
1040,4,The snow leopard with the smoky-blue eyes and banded tail moves down off the rock shelf into a stand of stunted juniper that has rooted in a hollow beneath the ridge. Her silver-gray fur catches on a low branch and she pauses to pull herself free. The long banded tail flicks sharply once. She lifts a paw to lick a small patch of ice from between her pads. Medium tracking shot from slightly below her at the ridge level.
1040,5,"The snow leopard with the smoky-blue eyes and banded tail emerges from the juniper onto a high meadow where the snow has melted into patchy brown grass. She stops at the meadow's edge and crouches low, the long banded tail laid flat behind her in the grass. Her smoky-blue eyes fix on something far below her, unseen in the valley haze. Her silver-gray flanks rise and fall with slow, steady breath. Medium tracking shot pulling back to include the wide valley dropping away below her."
1041,0,"A young red fox kit with a cream-colored chest patch and black-tipped tail trots into a maple grove blazing red and orange at peak autumn. His small ears stand alert and his amber eyes are bright with curiosity. Fallen leaves carpet the forest floor in deep, soft drifts that part around his paws. A slanting afternoon sun cuts through the canopy in warm bars. He pauses to sniff a leaf clinging to a low fern. Medium tracking shot at his eye level following him through the leaves."
1041,1,"The red fox kit with the cream chest patch pounces on a curled leaf that the wind has lifted suddenly into the air. He bats it down with both front paws, the black tip of his tail flicking high. He bites the leaf, drops it, and looks up sharply as if surprised it did not run. The maples around him whisper in a fresh gust. Medium tracking shot at his eye level following him through the leaves."
1041,2,"The red fox kit with the cream chest patch trots onward and reaches a fallen log slick with moss and a thin ribbon of mushrooms along its top. He hops up onto the log, the black tip of his tail balancing his small body, and walks the length of it with delicate steps. His amber eyes scan the underbrush below. Medium tracking shot at his eye level following him through the leaves."
1041,3,"The red fox kit with the cream chest patch jumps down from the log and noses into a thicket of fern, where a startled chipmunk darts away. He gives chase for three quick bounds, the black tip of his tail streaming behind him, then loses the trail and stops. He sits abruptly to scratch at one ear with a hind paw. Medium tracking shot at his eye level following him through the leaves."
1041,4,"The red fox kit with the cream chest patch resumes wandering and reaches a tiny stream where leaves have collected into a small red-and-gold raft. He paws at the leaves curiously, the cream patch on his chest catching the slanting sun. He laps a little water and shakes his head, then sneezes once at the cold. The black tip of his tail flicks. Medium tracking shot at his eye level following him through the leaves."
1041,5,"The red fox kit with the cream chest patch climbs the far bank of the stream and emerges onto a small open glade carpeted in fallen maple leaves. He stops in the middle of the glade and sits, then lies down with his black-tipped tail curled around his paws. The slanting sun lights his cream chest patch like a small lantern. He blinks once, contented, and watches the leaves drift down. Medium tracking shot pulling back to include the leaf-strewn glade around him."
1042,0,"A massive bull elephant with a chipped left tusk and a long, deep scar across his right shoulder walks slowly across an African savannah in the warm, low light of late afternoon. His thick gray hide is dusted with reddish earth and his small dark eyes are calm. Tall golden grass parts around his legs as he moves and a small flock of egrets flits along beside him. The horizon stretches flat and amber. Wide tracking shot at his shoulder height keeping pace with his stride."
1042,1,The bull elephant with the chipped left tusk pauses beside a stand of acacia and lifts his trunk to pluck a small green pod from a high branch. The shoulder scar pulls slightly as he stretches and his ears flap once in slow rhythm. He chews the pod with deliberate movements while the egrets settle in the grass at his feet. Wide tracking shot at his shoulder height keeping pace with his stride.
1042,2,The bull elephant with the chipped left tusk resumes walking and follows a path of trampled grass that the herd's earlier passage has left behind. His broad feet sink slightly into the dry earth with each step and a fine plume of dust rises behind him. The chipped tusk gleams pale ivory against the warm light. The egrets lift and resettle as he moves. Wide tracking shot at his shoulder height keeping pace with his stride.
1042,3,"The bull elephant with the chipped left tusk reaches a shallow water hole rimmed with mud and stops at its edge. He lowers his head and dips his trunk into the water, then curls it up to spray a long arc across his back. The shoulder scar darkens with the wet sheen. The water clouds around his legs as he steps in deeper. Wide tracking shot at his shoulder height keeping pace with his stride."
1042,4,"The bull elephant with the chipped left tusk wades out the far side of the water hole and back into the dry grass, water still streaming from his ears and trunk. He rumbles low in his chest, the sound vibrating outward through the air. The shoulder scar steams faintly as the sun catches the wet hide. A jackal trots away at the edge of his vision. Wide tracking shot at his shoulder height keeping pace with his stride."
1042,5,"The bull elephant with the chipped left tusk crests a low rise as the sun begins to drop and turns the savannah into bands of fire and gold. He stops at the rise's top, lifts his trunk slowly into the breeze, and breathes deeply. The chipped tusk and the deep shoulder scar both shine in the warm light. His ears flap once in slow, final rhythm. Wide tracking shot pulling back to include the vast savannah glowing behind him."
1043,0,A sleek river otter with dark chestnut fur and charcoal whiskers swims along the surface of a winding creek at dawn. His paws paddle smoothly and a thin V-shaped wake unfurls behind him. The creek banks are lined with green ferns and trailing willow branches that drag fingers across the water. Mist rises in soft tendrils from the surface. His dark eyes scan the bank and his small round ears flick at every birdcall. Medium tracking shot just above the water beside him.
1043,1,"The otter with the charcoal whiskers ducks suddenly underwater and reappears a meter ahead with a small silver fish twisting between his teeth. He rolls onto his back and gnaws the fish on his chest, paws cradled around it neatly. The dark chestnut fur on his belly catches the first pink of dawn. His tail steers gently to keep him drifting downstream. Medium tracking shot just above the water beside him."
1043,2,"The otter with the charcoal whiskers finishes the fish, dives, and emerges scrambling up onto a flat mossy rock that splits the creek in two. He shakes water from his dark chestnut coat in a brief halo of droplets and pauses on the rock to groom one paw with quick licks. His charcoal whiskers bristle as he glances upstream. Medium tracking shot just above the water beside him."
1043,3,"The otter with the charcoal whiskers slides off the rock and swims under a low wooden footbridge that arches over the creek. The shadow of the bridge passes briefly across his sleek back and the dark chestnut fur darkens to near-black in the gloom. His paws paddle in steady, easy strokes. He looks up curiously as the bridge passes overhead. Medium tracking shot just above the water beside him."
1043,4,"The otter with the charcoal whiskers emerges from the bridge's shadow into a wide, sunny pool where the creek slows and circles around a fallen tree. He chases a leaf in two lazy loops, the charcoal whiskers fanned forward, then dives to investigate a flash of color near the streambed. Bubbles trail him as he goes under. Medium tracking shot just above the water beside him."
1043,5,"The otter with the charcoal whiskers climbs onto a long, sandy bank where his family is already lounging in the new sun. He shakes off once more and trots up the sand to drop heavily beside another otter. His dark chestnut fur sticks up in damp tufts and his charcoal whiskers twitch as he yawns widely. The creek slips on past the bank in the brightening morning. Medium tracking shot pulling back to include the sandbank and the wider creek behind him."
1050,0,"A small origami crane folded from cobalt-blue paper with a thin gold trim along its wings lifts off a wooden dock and drifts out over a busy harbor at midday. A slight breeze catches under its wings and carries it forward in a slow, tilting glide. Below the crane, fishing boats and sailing yachts bob at their moorings and seagulls wheel in low circles. Sunlight catches the gold trim in a faint flash. Tracking shot circling slowly around the crane at its altitude."
1050,1,The cobalt-blue origami crane with the gold-trimmed wings drifts past the tall white mast of a moored sailing yacht. A loose halyard slaps gently against the mast just behind the crane as it passes. Its sharp paper beak tilts forward into the breeze. The reflection of the crane skims briefly along the polished hull below. Tracking shot circling slowly around the crane at its altitude.
1050,2,"The cobalt-blue origami crane with the gold-trimmed wings catches an updraft along the stone harbor wall and lifts higher, the gold trim winking as it rises. A child on the wall points at it and tugs his mother's sleeve. The paper crane's tail dips and rights itself as the gust softens. The harbor spreads wider beneath it. Tracking shot circling slowly around the crane at its altitude."
1050,3,"The cobalt-blue origami crane with the gold-trimmed wings drifts over the open water of the harbor's mouth, where small whitecaps texture the dark blue surface. A black-headed gull veers near it for a moment, eyeing it, then peels away. The cobalt-blue paper edges quiver in the stronger breeze. The gold trim flashes once with each tilt. Tracking shot circling slowly around the crane at its altitude."
1050,4,The cobalt-blue origami crane with the gold-trimmed wings clears the harbor and floats over the bright deck of a slow-moving ferry chugging out to sea. Passengers along the rail watch it pass and a teenager raises a phone to film it. The paper crane's gold trim glints off the ferry's white paint. Its silhouette skates along the deckboards as a small shadow. Tracking shot circling slowly around the crane at its altitude.
1050,5,"The cobalt-blue origami crane with the gold-trimmed wings glides at last past the last red harbor buoy and out into the open sea, where the breeze grows cleaner and steadier. Its wings settle into a long, level cruise above the swells. The gold trim catches the sun in a final long flash and the paper crane keeps its tail high. The horizon ahead is open and pale. Tracking shot pulling back to include the wide open sea around the small drifting crane."
1051,0,"A bright cherry-red helium balloon with a long golden ribbon tied to its knot lifts past the gutter of a tile rooftop at sunrise. A thin pink dawn light catches its curved surface and the golden ribbon trails downward in a slow, twisting arc. Below the balloon, rows of clay-tiled roofs stretch into the misty distance. A morning chimney smokes faintly nearby. Tracking shot just behind and above the balloon as it drifts."
1051,1,"The cherry-red balloon with the golden ribbon glides along the eaves of an old apartment building, the ribbon brushing once against a metal antenna mounted on the parapet. The balloon's surface mirrors the dawn pink in a long curved highlight. The ribbon's golden tail spirals slowly as the wind shifts. A black-and-white cat watches from a windowsill. Tracking shot just behind and above the balloon as it drifts."
1051,2,The cherry-red balloon with the golden ribbon lifts higher with a small thermal rising from a warming roof tile. The golden ribbon stretches taut for a moment then loosens again as the balloon levels off. Its cherry-red surface picks up a fleck of reflected window light from below. The rooftops of the old quarter spread in widening tile patterns. Tracking shot just behind and above the balloon as it drifts.
1051,3,The cherry-red balloon with the golden ribbon passes over a small rooftop garden where a woman is hanging laundry between two poles. She looks up briefly as the shadow of the balloon crosses a white sheet she is pinning. The ribbon flickers as a sudden breeze pushes the balloon forward. Its cherry-red color glows brighter against the wider sky. Tracking shot just behind and above the balloon as it drifts.
1051,4,"The cherry-red balloon with the golden ribbon clears the last of the apartment blocks and drifts over a broad church dome topped with a copper cross. The ribbon trails behind it in a long, lazy curve. The dome reflects the dawn in a band of warm bronze beneath the balloon. The morning's first bells begin to chime out across the rooftops. Tracking shot just behind and above the balloon as it drifts."
1051,5,"The cherry-red balloon with the golden ribbon rises into clearer sky as the rooftops fall behind and below it. The sun, fully risen now, ignites the cherry-red surface into a small bright pinpoint of color. The golden ribbon catches the same warm light along its length. The balloon settles into a steady drift on a high, clean breeze. Tracking shot pulling back to include the wide morning sky around the small balloon."
1052,0,"A yellow paper lantern with a single bold red kanji painted across one panel floats slowly along a dark, mirror-still river at night. A small candle inside it glows warmly through the paper and casts a circle of soft yellow light onto the water around it. The river's surface reflects the lantern in a wobbling twin. Distant temple lights twinkle along the far bank. Tracking shot just above the water beside the lantern."
1052,1,The yellow paper lantern with the red kanji drifts past a fall of cherry petals dropping from an overhanging branch onto the river's surface. Several petals land on the lantern's roof and slide down its yellow paper sides. The candle inside flickers briefly as a petal touches the wick's air. The reflection in the river ripples. Tracking shot just above the water beside the lantern.
1052,2,The yellow paper lantern with the red kanji turns slowly with the current toward the center of the river. The bold red kanji rotates into view and then away again as the lantern spins. The candle inside steadies and the yellow light brightens. Small fish flit beneath the lantern's circle of glow. Tracking shot just above the water beside the lantern.
1052,3,"The yellow paper lantern with the red kanji drifts beneath the arch of an old wooden footbridge. The candle's light catches briefly on the bridge's underside, illuminating carved wooden joinery. The bold red kanji is fully in shadow as the lantern passes beneath the bridge. On the other side, the river opens again into open dark. Tracking shot just above the water beside the lantern."
1052,4,"The yellow paper lantern with the red kanji floats past a stand of bamboo where fireflies wink among the stalks. The candle flame inside steadies into a long, slow burn. The bold red kanji glows warmly against the dark water. The fireflies and the lantern blink together for a moment in answering rhythm. Tracking shot just above the water beside the lantern."
1052,5,"The yellow paper lantern with the red kanji drifts at last into a wider stretch where the river slows almost to stillness. The candle's circle of yellow light spreads broader across the calm water. Other paper lanterns, sent earlier, drift in a loose constellation around it. The bold red kanji faces upward at the dark sky. Tracking shot pulling back to include the cluster of distant lanterns and the wide river."
1053,0,"A single oak leaf with a deep russet center and silvery frost crystals tracing its edges tumbles down a narrow stone lane on a sharp winter morning. The wind catches it in short, abrupt gusts and lifts it briefly into the air before letting it spin again to the cobblestones. The lane is empty and the shopfronts are still shuttered. Sun glints sharply off the frosted edges. Tracking shot at the leaf's level, low to the ground."
1053,1,"The russet-and-frost oak leaf flips end over end past the iron foot of a lamp post and skitters along the gutter. The frost crystals along its edges catch the sun in tiny prisms with each turn. The russet center holds its deep color against the cold gray stone. The wind pushes it briefly against the lamp post's base before lifting it free. Tracking shot at the leaf's level, low to the ground."
1053,2,"The russet-and-frost oak leaf is lifted higher by a fresh gust and pinwheels around a corner into a smaller side lane. The frosted edges glint as it spins. The russet center darkens for a moment in shadow before the leaf clears the corner. Old bicycle racks line the lane on the far side. Tracking shot at the leaf's level, low to the ground."
1053,3,"The russet-and-frost oak leaf settles briefly on a patch of cobblestone where the sun has melted the frost into damp, dark stone. The frost crystals along its edges glow brighter against the wet darkness beneath. The russet center is fully lit by the slanting sun. A wind nudges the leaf once before lifting it again. Tracking shot at the leaf's level, low to the ground."
1053,4,"The russet-and-frost oak leaf is carried over the wrought-iron grate of a small drain and shudders against its bars before tumbling free. One of the frosted edges chips slightly against the iron. The russet center spins past in a brief blur. The leaf rises again, lighter for the lost chip. Tracking shot at the leaf's level, low to the ground."
1053,5,The russet-and-frost oak leaf finally drifts into a tiny tree-bordered square where a stone bench faces a frozen fountain. It settles slowly onto the wooden slats of the bench. The frost crystals along its edges are softening now in the climbing sun. The russet center glows quietly against the dark wood. The square is still empty and very quiet. Tracking shot pulling back to include the bench and the still square around it.
1060,0,"First-person view from someone walking slowly into a narrow Tokyo neon alley at night. The viewer's pale hands occasionally enter the bottom of the frame, fingers curled loosely as they swing with the stride. Walls of vertical signs in pink, electric blue, and acid green crowd inward overhead. The wet asphalt reflects every color in long smeared streaks. The viewer's breath fogs briefly at the bottom of the frame in the cold air. Steady first-person walking shot with a gentle natural sway."
1060,1,"The first-person viewer continues walking down the neon alley and lifts a pale hand into the frame to push aside a hanging fabric noren curtain at the doorway of a small bar. The cloth brushes briefly past the lens. The viewer's hand drops back down out of frame. Inside the doorway, warm orange light cuts against the blue-pink street. Steady first-person walking shot with a gentle natural sway."
1060,2,The first-person viewer turns left at a small intersection where steam rises from a metal grate in the road. The viewer's footsteps splash through a thin film of water. Two pale hands enter the bottom of the frame briefly to pull a jacket zipper higher under the chin. A taxi crosses the far end of the alley in a streak of yellow. Steady first-person walking shot with a gentle natural sway.
1060,3,"The first-person viewer pauses in front of a vending machine glowing along the wall, its rows of bright cans lit in cold white. A pale hand enters the frame and presses a button; a can drops with a soft clunk. The viewer's hand reaches in and lifts the cold can into view in close-up before lowering it again. The reflection of neon stripes ripples in the machine's glass. Steady first-person walking shot with a gentle natural sway."
1060,4,The first-person viewer resumes walking and turns into a slim covered passage where paper lanterns hang in a long line overhead. The viewer's pale hands swing gently at the edges of the frame. The lanterns paint the path warm orange. A black cat darts across the path ahead and disappears into a doorway. Steady first-person walking shot with a gentle natural sway.
1060,5,"The first-person viewer emerges from the covered passage into a quieter side street where the neon is sparser and a wide, dark river runs along one side beneath low lamps. The viewer's pale hands lift the cold can to take a slow sip; the can tilts in close foreground. The river reflects scattered streetlights in long calm bars. Steady first-person walking shot with a gentle natural sway, gradually pulling forward to face the river."
1061,0,"First-person view from someone trekking slowly through a dense bamboo forest at midday. The viewer's tanned hands occasionally swing into the bottom of the frame, palms half-curled. Tall green bamboo stalks rise on every side in vertical green columns and high cool light filters down in pale shafts. The viewer's footsteps crunch softly on dry bamboo leaves. A faint wind hisses high in the canopy. Steady first-person walking shot with a slow, natural sway."
1061,1,"The first-person viewer continues along a narrow path and lifts a tanned hand into the frame to brush aside a low-hanging bamboo leaf. The leaf rakes briefly across the top of the lens. The viewer's hand drops back out of frame. Around them, the bamboo creaks gently in a fresh breeze. Steady first-person walking shot with a slow, natural sway."
1061,2,"The first-person viewer arrives at a small wooden footbridge spanning a clear stream. The viewer's tanned hands grip the rough wooden rails briefly as they step onto the bridge. Each board flexes faintly underfoot. The bamboo on the far side rises even taller and denser. Steady first-person walking shot with a slow, natural sway."
1061,3,"The first-person viewer pauses on the bridge and lifts both tanned hands to cup a little stream water from the rail's underside. The water glints in the cool light. The viewer's hands tilt to let it spill back through their fingers. The lens dips briefly toward the moving stream. Steady first-person walking shot with a slow, natural sway."
1061,4,"The first-person viewer steps off the far end of the bridge and follows the path up a short flight of stone steps cut into the slope. The viewer's tanned hand briefly enters the frame to steady against a bamboo stalk for balance. The high light shafts now angle from the right. The bamboo presses closer on either side. Steady first-person walking shot with a slow, natural sway."
1061,5,"The first-person viewer crests the top of the steps and emerges into a small clearing where the bamboo opens around a moss-covered stone lantern. The viewer's tanned hands rest briefly at their sides at the edge of frame as they stop. The lens lifts to take in the lantern and the gentler light. The wind moves the bamboo behind in a long slow exhale. Steady first-person walking shot with a slow, natural sway, ending in a gentle stop."
1062,0,First-person view from someone riding a vintage city bicycle slowly through a quiet Parisian quarter at golden hour. The viewer's pale hands grip the worn leather drop bars at the bottom of the frame. Honey-colored light slants down between Haussmannian buildings and warms the cobblestones ahead. A small wicker basket on the handlebars holds a baguette and a folded newspaper. Steady first-person cycling shot with a small natural bob from the road.
1062,1,The first-person viewer rolls past a corner café where round wicker chairs are turned out toward the street. The viewer's left hand lifts off the drop bars briefly to wave at a waiter in a long white apron. The hand drops back down to grip the bars. The wicker basket sways with the small turn. Steady first-person cycling shot with a small natural bob from the road.
1062,2,The first-person viewer turns down a quieter side street paved in old stone and lined with iron balconies. The viewer's pale hands squeeze the brakes lightly as the bicycle slows for a pothole. The wicker basket dips and rights itself. A pair of pigeons lifts up from a windowsill ahead. Steady first-person cycling shot with a small natural bob from the road.
1062,3,The first-person viewer pedals across a small triangular square where a marble fountain runs softly in the center. The viewer's pale hand lifts off the bars to point at the fountain as if for an unseen companion. The bicycle's frame creaks slightly. The wicker basket settles back into place. Steady first-person cycling shot with a small natural bob from the road.
1062,4,The first-person viewer pedals across an arched stone bridge over a slow green canal. The viewer's pale hands grip the drop bars firmly as the bike rolls over the slight crown of the bridge. A wine bottle in the wicker basket clinks gently against the baguette. The honey-colored light glances off the canal water. Steady first-person cycling shot with a small natural bob from the road.
1062,5,"The first-person viewer rolls off the bridge onto a wide tree-lined boulevard and slows the bicycle to coast under a green canopy of plane trees. The viewer's pale hands relax on the drop bars. The wicker basket sways gently as the pedals stop. The boulevard ahead glows with the deepest gold of the dying afternoon. Steady first-person cycling shot with a small natural bob from the road, gradually slowing."
1063,0,"First-person view from someone walking slowly through an abandoned hospital corridor at night, holding a battered flashlight that casts a tight white cone ahead. The viewer's gloved hand grips the flashlight at the bottom of the frame, knuckles paled by the grip. Peeling green walls and a long-dead overhead light line stretch into the dark. The viewer's footsteps echo softly on cracked linoleum. Faint chirping cicadas leak in from broken windows. Steady first-person walking shot with a slow, careful sway."
1063,1,"The first-person viewer pauses outside a doorway where the door hangs off one hinge. The gloved hand lifts the flashlight to play the beam slowly across the empty room beyond. The cone sweeps over an overturned wheeled cart and a rusted IV stand. The viewer's other gloved hand briefly enters the frame to touch the door frame. Steady first-person walking shot with a slow, careful sway."
1063,2,"The first-person viewer steps past the doorway and continues down the corridor. The gloved hand keeps the flashlight beam aimed low and steady. The viewer's breath fogs in the cold air at the bottom edge of the frame. A loose ceiling tile creaks somewhere overhead. Steady first-person walking shot with a slow, careful sway."
1063,3,"The first-person viewer reaches an intersection of corridors marked by a faded green exit sign. The gloved hand swings the flashlight beam first left, then right, then forward. The viewer's free gloved hand enters the frame to wipe a fogged-up patch on what is implied to be a face shield. The corridor on the left looks darker than the others. Steady first-person walking shot with a slow, careful sway."
1063,4,"The first-person viewer turns left into the darker corridor. The flashlight beam tightens visibly in the gloved hand. The viewer's footsteps slow. The beam catches briefly on a row of hospital beds stripped to their bare frames against one wall. The other gloved hand briefly steadies against the corridor wall. Steady first-person walking shot with a slow, careful sway."
1063,5,"The first-person viewer arrives at a tall double door at the end of the corridor, marked with a long-faded biohazard sticker. The gloved hand lifts the flashlight and the beam steadies on the metal handles. The viewer's other gloved hand reaches out into the frame and grips one handle without yet pulling. The cone of light pools against the metal. Steady first-person walking shot ending in a slow, careful stop at the door."
1070,0,"A small white fishing boat with a single red stripe along its hull and a blue tarp covering its stern motors slowly out of a Greek island harbor at midmorning. Seen from a drone high above, the boat traces a clean V wake across the deep turquoise water. White-washed houses with blue domes cluster along the harbor's curve. The boat heads outward toward open sea. Top-down aerial tracking shot following the boat from high overhead."
1070,1,"The white fishing boat with the red stripe and blue tarp rounds the outer breakwater of the harbor and angles south along the coast. The wake widens behind it in a long pale tail. Seen from above, two crewmembers in dark shirts move on the open foredeck. A small pod of dolphins arcs through the water ahead of the bow. Top-down aerial tracking shot following the boat from high overhead."
1070,2,The white fishing boat with the red stripe and blue tarp passes between two tiny rocky islets crowned with green scrub. The water around the islets is paler and lit through to the rippled sand below. The boat's wake bends gently in a long curve. The drone holds steady at altitude as the boat threads between the rocks. Top-down aerial tracking shot following the boat from high overhead.
1070,3,"The white fishing boat with the red stripe and blue tarp slows over a darker patch of water indicating a reef below. From above, the crew is visible lowering a long net over the stern. The blue tarp flaps slightly as a crewmember steps onto it. The boat circles slowly as it works. Top-down aerial tracking shot following the boat from high overhead."
1070,4,"The white fishing boat with the red stripe and blue tarp resumes its course after hauling in the net, the crew moving along the deck to stow the catch. The wake straightens out again behind the boat. From above, scales glint briefly on the foredeck. The blue tarp is now folded back to one side. Top-down aerial tracking shot following the boat from high overhead."
1070,5,The white fishing boat with the red stripe and blue tarp heads back toward the harbor as the sun climbs higher. The wake stretches long and pale toward the bright cluster of houses on the curve of the bay. The blue tarp has been re-spread over the stern. Smaller boats begin to move out as the fishing boat returns. Top-down aerial tracking shot pulling back gradually to include the full harbor and the boat returning to it.
1071,0,"A solo marathon runner in a bright red singlet and white shorts jogs steadily along a long, empty desert highway under a flat blue sky. Seen from a drone tracking high behind her, her shadow stretches long and thin to the right. A small black water belt circles her waist. The asphalt highway runs straight to a hazy horizon, with cracked salt pans on either side. Aerial tracking shot following her from behind and high above."
1071,1,"The marathon runner in the red singlet and white shorts passes a faded green mile marker on the right shoulder of the highway. From above, her stride remains long and even. The black water belt bounces gently at her hip. A jackrabbit darts off the pavement into the salt pan as she approaches. Aerial tracking shot following her from behind and high above."
1071,2,"The marathon runner in the red singlet and white shorts reaches a long, gentle bend in the highway and her path begins to curve across the drone's frame. She pulls a small bottle from the black water belt, drinks, and re-clips it without breaking stride. The red singlet is a clean bright spot against the pale highway. Aerial tracking shot following her from behind and high above."
1071,3,"The marathon runner in the red singlet and white shorts crosses a small dry wash where a culvert passes beneath the highway. From above, her shadow flicks briefly into the dry channel. The black water belt rides steady. A few thin clouds slide in across the formerly empty sky. Aerial tracking shot following her from behind and high above."
1071,4,"The marathon runner in the red singlet and white shorts begins a long, low rise where the highway tips slightly upward. Her pace slows just enough to be visible from above as her shadow shortens against the higher angle. The red singlet flares brighter against the asphalt. The black water belt rocks side to side. Aerial tracking shot following her from behind and high above."
1071,5,"The marathon runner in the red singlet and white shorts crests the rise and the highway falls away ahead of her into a wide, glowing salt flat that catches the climbing sun. Her stride lengthens again on the descent. The red singlet shines like a beacon against the pale flat. The black water belt steadies into smooth rhythm. Aerial tracking shot pulling back to include the wide salt flat and the small running figure."
1072,0,"A lean chestnut horse with a white blaze and four white socks gallops along the grassy top of a coastal cliff at midmorning. Seen from a drone tracking above and to the side, the horse's dark mane streams behind it. Below the cliff, the ocean spreads out in deep slate-blue with long white lines of breaking surf. The horse's path runs parallel to the cliff edge through bright green grass. Aerial tracking shot keeping pace from above and slightly to the side."
1072,1,"The chestnut horse with the white blaze and four white socks rounds a gentle headland where the cliff curves inland. Its hooves throw small clods of green turf behind it. From above, the white socks flash with the rhythm of the gallop. The wind pushes the mane sideways across the horse's neck. Aerial tracking shot keeping pace from above and slightly to the side."
1072,2,"The chestnut horse with the white blaze and four white socks crosses a low wooden gate that has been left open in a sheep fence. The horse barely breaks stride. From above, the wood of the gate shows weathered gray against the green grass. The white blaze is briefly visible from overhead as the horse tosses its head. Aerial tracking shot keeping pace from above and slightly to the side."
1072,3,"The chestnut horse with the white blaze and four white socks slows to a canter as the cliff opens into a wide grassy plateau dotted with low gorse. From above, the chestnut coat shines warm against the green. The horse's mane settles slightly with the slower pace. A sea fog clings to the cliff edge just out from the plateau. Aerial tracking shot keeping pace from above and slightly to the side."
